cid,text,time,author,channel,votes,photo,heart,video_id
Ugz-Ehk7VlC6NLdvroR4AaABAg,que despeine dios mio,قبل 4 سنوات,Very Important Zone,UCFnR4rudRxxwG6JtT_RLBtA,1,,False,JZ49d4ubgEA
UgxF147Inu7kyYzUhnp4AaABAg,"GRACIASSSS:) , QUIZAS",قبل 9 سنوات,Nerow188,UCRElZ37IbnWAlU1efc_llYw,0,,False,D5zN4yK80mY
UgwWwdMm5mOekqBRkT54AaABAg,"Makan minyak tak bezza ni ? sbb tgh cari kereta yg paling jimat minyak . I dont mind Axia , as long as fuel efficiency. Bcz currently im driving a hyundai matrix which is a 10yrs old car and the petrol comsumption from THE MINES to DIGITAL MALL PJ at peak hours will consume up to RM40 of petrol perday just for come and back early morning at 8am and back from work at 5pm (STUCKED IN FEDERAL HIGHWAY) . I am looking for solution in order to get rid of the Petrol problem.",قبل 3 سنوات,winson kek,UChcjQLArJQMMieyTaK8_qpg,2,,False,69jX87oSTco
UgwRmSy6E7v_R-W5YPZ4AaABAg,Sympa les lézards 🦎👍👌😜,قبل 4 سنوات,Ced Oux,UCLGjCHBHZAQPZAOpJOpTRTA,0,,False,ilUpTQffIQ4
UgwQ41ib2Kb6iK1a2GZ4AaABAg,Casper jeg elsker og se dine gode og sjove videoer. Jeg kunne ser dem i flere timer om dagen.,قبل 8 سنوات,Johan Rønn-landbo,UCcR4oOvvsTMUp75-61YadDA,0,,False,9FTpDSndFNA
Ugzay7QY4cppcBXvpYR4AaABAg,Kaggy you are one of the many inspirations to all gamers ,قبل 9 سنوات,Frank Gieling,UCfocAuMwEGDvKj2xA3sbL-w,0,,False,adbaoBY9wP0
UgyR-frBClWfFrSdmvJ4AaABAg,Classic,قبل 9 سنوات,Robert Bell,UCC9_eaL4jZTo5sXGfsvuuIQ,0,,False,4d6kZvOJRfA
UggF_3RohxxJFHgCoAEC,lol..she took down the plane got me xD,قبل 5 سنوات,Ryan Chua,UCxappf3gHMYrcHKdmLTju7Q,1,,False,rg3Fuis8Lp0
UgxU0bKXtwoys6XLE4J4AaABAg,Aygün Bəylər senetkar,قبل سنتين,Sadiq Kazimov,UC6x51Gb63gplfECylTvPRAA,0,,False,7IOEOx8oGuw
UgxdWp17QRkd1To3LPR4AaABAg,Amo ouvir 👏👏👏🙌🙌,قبل 4 أشهر,Osvaldina Barros,UCxcrPgV-BsCGAKCxoZ00TKQ,0,,False,OYyS0-JRd80
UgyXiVww-Akw8WRus994AaABAg,so beautiful.,قبل سنة واحدة,yanny,UCI_92POtwUwqo8nY0ocOiSg,0,,False,iKRXE_WCiUQ
UgwXhx1PIsP2TzMEPwF4AaABAg,"POR TODAS LAS COSAS QUE SE HAN FILTRADO EN YOUTUBE, LAS MIRADAS  DE LOS ''A'' Y TODAS ESAS COSAS YO CREO QUE SI ESTUVIERON JUNTOS Y QUE ELLOS NO QUISIERON MOSTRAR SU AMOR, PORQUE YO NO SOY ASI CON MI MEJOR AMIGO DE DARLE BESOS DE ABRAZARLO SIEMPRE DE ESAS MIRADAS  COMO QUE DICEN OTRA COSA, ASIQUEE AHÍ HUBO FUEGOO",قبل 10 سنوات,Valeria Velasquez,UClj-ZaxKs4dPyKncQXzM5-g,33,,False,Iab3-19eY2c
UggnDowBpgAatngCoAEC,"gran capitulo e de decir que cuando dd se acerco hacia a ti en un momento determinado pensé que era un enemigo y se me paro el corazón y eso que yo no estoy jugando xD, gran comentario gran gamplay y vaya suerte tienes para que se te vaya la luz y te partas el labio, no habrá sido el ratón toro que te dio en toda la boca?",قبل 6 سنوات,Khawizlaf,UCrlzu8z6xwnHmRLU1J2edTg,0,,False,HkgNMyWLmNY
UghVB2iQKT4-4HgCoAEC,ปั้นจั่นบ้าไปแล้ว,قبل 5 سنوات,แพรว 'จ๋า',UC3qmtbUYTzikNlgutPdDKsA,6,,False,lVxoeXYcC9c
UgxkNP1suWvHDnxU2tB4AaABAg,Thank you. Lovely session today. Looking forward to practising from this video. Beautiful location.,قبل 7 أشهر,teriaser,UCa2g-GsXzMmzTn4A3IEcP_w,0,,False,99YUAjWNMj0
UgwhgA9D6J1O7Z3CSAV4AaABAg.8X0nVegewMa91bP_lmk7ZQ,Anche a me è successo pk verdi nascono un giorno dopo,قبل سنتين,Filippo Marchetti,UC_iqT5414CJTY5EHGa-y7Yg,0,,False,pBrOwjb61iU
UgzRpygKGTHQ4JzKKy94AaABAg,"والله وسبعت انعام بربعي الحويطات ملوك اللكزز 👑111👑



البدع",قبل سنتين,الحويطي 111 تاچ.الردهـ',UC0e036-VxFDqMKTZSWrH7VQ,10,,False,yP77NpA5qDQ
UgzeaMPgpGYJ3pg-6vZ4AaABAg,"Life is Strange is one of my favorites on the PS4, but Before the Storm I didn't like it at all. Who cares about Chloe and her bad temper... Also you should pay attention to the audio volume, the trailers made my ears bleed and then when you talk it's like you were whispering.
Anyway thanks for the list, there are a few in there that I didn't know and I'll look into them.",قبل سنتين,daaa57150,UCsNGruYzMyHpLco_NVEXrMQ,1,,False,Q1xB61Vdi0c
UggQPCF6V60HZHgCoAEC,No lo toques tanto que se moja hahahahaaha gracias Ruben..!,قبل 5 سنوات,MrJangossRoux,UC0P60sfEGmDR2xsEGrO9V3g,0,,False,88Eoi9DevOE
UghbAlPaUGnES3gCoAEC,I'm so proud of your my friend...do ya thang..I love ya,قبل 5 سنوات,Angela Robinson,UCwU_gsqV8JWjMHZbQWqmC_Q,2,,False,eiIOgSINtTY
UghlubclFS-jZngCoAEC,"Вот мое мнение:
Венгер не будет уволен
Что на счет Ливерпуля, они устали играть в энергичный футбол Клоппа, в матче с МЮ они играли ужасно, забили гол с пенальти и закрылись, они не заслуживали победу в матче с мю, как и мю и довольно справедливая ничья",قبل 5 سنوات,Никита Киримбаев,UC27C3V8Y_eHLz70N3Pfvkfw,3,,False,snCgVfz-IMU
Ugy2bgiMGeCB9m9pAyd4AaABAg,wow buen trabajo :D,قبل 8 سنوات,Luisa Alejandra,UCXy7Q3jt3mo2G4BWLrBvvlA,1,,False,33tYrcUoObU
Uggms2qv8XMvongCoAEC,Dios que recuerdos 😂,قبل 5 سنوات,Nora Tejada,UCt6iwMRT_u1pPttEAmBkxMQ,0,,False,RkVbU8Xpzk8
UgxaWNsTwBffR4EnFQ94AaABAg,Could you please send the hof file and the stopreporter data? I looked everywhere but I got rejected by hkbf so I can't download through their site,قبل سنتين,SebabsKebabs,UCosbU723FfD8W3dj_1l820g,0,,False,uwpNvVHp5TA
Ughz_jZcyvVZkXgCoAEC,I will try this.  thank you,قبل 7 سنوات,campupotblues,UC35HCyHphQXl1o5zROJIq3g,0,,False,meSAe4JuuO8
Ugii4gtm-kz8sHgCoAEC.8J1uibR6as28J1v8NXn0QE,まじでわらったw,قبل 5 سنوات,ああ,UCXcSMyKKfATZNH_PH7HuZWA,0,,False,g7RtJv2ZG8o
UgxOSqOe-ta-kKgBi_t4AaABAg,"Dieu est avec toi Prési,c pour ça tu  n es pas mort pendant leur sale guerre.",قبل 8 سنوات,wui mine,UCEUIqt3WyVGTpqHsjURjVjg,0,,False,FLcjkCZLspA
UghS6OmHN6mKKngCoAEC,最後まで見ると深いな。,قبل 6 سنوات,Isao couchiha,UCJliOb0sx_2b7BOlCSHIKng,0,,False,ooSV9IMY_rE
UgzC1g3NA58bvsbN7ax4AaABAg,ماشاءاللہ بہت عمدہ بیان,قبل سنة واحدة,Iqrar Ashrafi,UCTJsO7QbfJjxPIBxuriaO1g,1,,False,lWsV3aEkxjk
Ugy-6Ni-0_KcbPBcItN4AaABAg,+10 lince,قبل 4 سنوات,XDrake CL,UCg3hBb4blSa3fW1h9ELkx-g,1,,True,HfTEaDfYmqs
UgxGshjUYeVy3PEbpfF4AaABAg,"It's so interesting hearing people who don't know anything about Bunny (Grav3yardgirl) talk about her, just based on the few things they know since I've been watching her since 2012",قبل 3 سنوات (تم تعديله),AmberAndGolden,UCO1P9gTBZppUJuuwcaDYfrw,3,,False,FcEM4NuhXEI
UgiJYRUEi8FcgHgCoAEC,讚,قبل 5 سنوات,賴明駿,UCj_TQR935gztY5P4fTVyQkg,1,,False,CuQWh66vb1w
Ugxtvs9hIISEcIxQCWp4AaABAg,Pour laver le thé eau tiède non boullie la saveur et le guoue reste,قبل 3 سنوات,Leon Ali,UCHid3WkVVXM8v8YcyISNI6w,2,,False,DZVCaD7gCWg
UgxHqWF8ED-GcKSWekR4AaABAg,Hey I have a bunch of cell phone power packs and was wondering how can I use them to make an E-Nail,قبل 3 سنوات,BANGARANG,UCfq7hDQGHD9DLIJ09tc0VuA,0,,False,PSnvud78KC4
UgjUnf8g1XOh7HgCoAEC,if only all humans were that supportive with one another :/,قبل 4 سنوات,Victor Ariza,UCXT1enIKkucXkw5-4xIBevA,5,,False,KzArRL0B3aU
UgjhKGsKtctxzHgCoAEC,"Hey ich finde den beitrag super :) und ich finde auch nicht das so ein video kürzer als 10 min sein muss... ich persönlich finde es immer sehr schade wenn theorien oder analysen kurz gehalten werden... ich mag es wenn ich bei solch einem video auch die chance habe nicht nur infos aufzunehmen sondern auch während des videos schon mit denken kann.
lieben Gruß jan",قبل 5 سنوات,Jan Keck,UCM9u7VEaEeA6C40wmWShPvw,0,,False,ymRIjnpJ2hE
Ugw-nI9wD4UFnf7aw1Z4AaABAg,OMG THANK YOU MAN!!!,قبل 4 سنوات,NikosP,UCZDWFK8cB1jo21xdwqgoEbg,0,,True,Z-fk_h59X4A
UgiO_aCMPdhiWHgCoAEC,Awesome as usual Wesbrine!,قبل 4 سنوات,Ajay,UCEOkoIIGLbHY6aASQaT7rcQ,0,,False,PWKMIn6BidA
Ugiy2M75a5D-53gCoAEC,y no me agregastes:v,قبل 5 سنوات,Uiu YT,UCLG7QSKn_c5X9mM8iwObm_Q,0,,False,0ZtBawBW-UA
UggUQdtEq4F89XgCoAEC,That is important civil rights awareness,قبل 7 سنوات,Tavga Hawramy,UC6KCpDYKcjxWeceksovTILA,1,,False,rB0mk7_S5Wg
Ugh90tt5B5lmR3gCoAEC,Should've done Four Stores OVK ECM Rush,قبل 6 سنوات,sexy beast,UCDm1bMSa-n3EavnLtBDCgkw,0,,False,ajuR_Sfr2Ng
UgxZLnKLuzFhVddS8hx4AaABAg,нууу сливой фллрти,قبل 4 سنوات,Felon4ik :D,UCvkb_DbL88TOjnHnhQW_g6w,0,,False,FtX8cc2ppuc
Ugw7DjfhOlpAU2rNFDB4AaABAg,lose pero en ese tiempo yo era nuevo en las machinimas y no tenia creditos para el visor XD,قبل 9 سنوات,Alexmaster127,UCniL55l1RzBzu_r8sRmJVFg,0,,False,9UYM_6Z9Y2c
UgzbbamDbGKY9FhsfZx4AaABAg,Slammed cars in north korea,قبل سنتين,l,UCloGokxp9NFf9IaNpN1UeWg,0,,False,MXJ3pGQVihY
UggRUpqGWIUH6ngCoAEC,"小許！我一抽一送都跟你一樣是豐臣.本多,雖然也很想要信長不過也很高興",قبل 4 سنوات,Wen zhe,UCEW0DhJ0s9MW5Ewn21x1Zug,0,,False,wXEnfFxuroc
UgiUIPtTE_WRoXgCoAEC.7-H0Z7-PyTo7-HH85cTLRB," @Retrowurst1974 
JA!Ich glaube das war es.Das habe ich hier irgendwo in meiner Disketten Box auf einer Magic Disk glaube ich.Ich muss mich da doch noch mal ein wenig durchwühlen. :-)",قبل 7 سنوات,Der WOLFram,UCTFNA3m6Td90TXiOHlU21Qw,1,,False,8jdzxl16X3M
Ugil1ogWEA8M1XgCoAEC,SFI Pling....,قبل 4 سنوات,Vishnu B,UCzAlNNU-YF6HE8lPl5zBeTg,3,,False,5xbB_6ApD9Q
Ugirg8YVRb62nHgCoAEC.8Pr-gj5TT128Pr5EHs-bjF,YXZPRO GAMERYXZ thepro Grazie ;),قبل 5 سنوات,Filippo Mantovani,UC0sMcRzxweDAw5zl63LAAWg,0,,False,9l6KrrXoEb8
UghJqjqviJ8Nm3gCoAEC,This guy should be in magic mike!!! ,قبل 6 سنوات,Jen Ye,UCXhFXSFzi5BHcLrDOMpIpmA,2,,False,lczvJ6G2Qg0
UgyOQ-yGWyOSXBCROEZ4AaABAg,di buat dunk pondok yg keren atau hotel di pinggiran danau yg memukau,قبل 4 أشهر,Halimah Imah,UCab0HfArleqXL5KW1nxWjOg,0,,False,GX6kShxiiJg
UgjvvcFJ4b0SrngCoAEC,"""The thing that came to mind was""...how long will the insurance company take to pay our claim for full replacement cost and some ""extras"". -a typical Brooklyn profile",قبل 4 سنوات,Paul Dailey,UCDncP0swdMcOsFFEIv53ztg,0,,False,HkUZJeiHxWI
Ugwdbb2WVMYRX1j9oyx4AaABAg,"Բարի լույս բոլորիդ!
Լիլիթը նիհարել ու շատ է նրբացել ! Շատ սիրուն աղջիկ !ԱՊՐԵՍ ԼԻԼ ՋԱՆ ТАК ДЕРЖАТЬ!!👍👍👍👍❤❤❤❤❤",قبل 3 سنوات (تم تعديله),L. lil,UCPcthEegP7VhD_XROKVZzoQ,4,,True,lSBRfN_FDoc
Ugxf5dnmpCSVVGUBUFR4AaABAg,Jai mata Di Maa,قبل سنة واحدة,vijendra mehra,UC6qH34Z0iEmJ045Snlnl9mg,1,,False,Y3VbDMk5ynA
UgjutFZPEEW2sngCoAEC,Hei Stina. Du er syyykt fin og snill<3 P.S. Jeg elsker deg!<33,قبل 6 سنوات,Julie,UCbCuuhczX5Ibcd0Qtf_BsRw,0,,False,IyPgFkqC0Lk
UgzYTiuxm8WxbEAgjdx4AaABAg,Que lindo que ficou eu gostei,قبل 3 سنوات,Lindalva Santos,UCtvtKEljCAatL5cfBNjlmeQ,0,,False,y6RzSSbgpC4
UgxvF9i6A0GIsYLSSTR4AaABAg,The best quality video on your channel to date! Gonna use this to help relax before bed every night. Until you film the next one of course haha. Take care,قبل 4 سنوات,Nick C,UCRkveljG1Jlco-uj_Ul7jOw,3,,False,FL8aa9OEZ1Y
Ugw-UZvfzcijHGEgeCV4AaABAg,"Damn gf Brandon, Karmas a bitch.... Got kicked from my clan for ddosing, the irony.

Sorry man",قبل 8 سنوات,MajickRs,UC3hZAYT6BHirX4pO2wvyVNg,0,,False,lbKMDiNdIfk
UgzNNDNFY92E1JXY1yV4AaABAg,"ESTE VÍDEO ES EL MEJOR DE MI CANAL, LASTIMA LOS DERECHOS DE AUTOR.",قبل 3 سنوات,Martti,UC0x6pt7vQOWAZQuBpVePDCQ,5,,True,Bqbz7j9R6vc
Ugy7pvlreqL9tkjHpTt4AaABAg,Eitaaaa porraaaaaa 😍,قبل 3 سنوات,WWE NO BRASIL©,UC9GzPnEjDwmZJcidST6XMaA,1,,False,o8sbZJFA4xg
Ugwz1HwC005ViDrHM4p4AaABAg,Luke this is so amazing! :) <3,قبل 8 سنوات,sunheart123,UC9_z82W7VD_CnJ82k0xlj8A,0,,False,RHf6yq_KFLc
UgyUOblv8f1hi2pDFTB4AaABAg,"Hey MG, was ist dein Lieblingspikatchu?",قبل 9 سنوات,The123Christian,UCl5dBKoFrwgSgjPHotyuvIQ,0,,False,BvXD19bfUrI
UghSAnltIB9KingCoAEC,Thanks for The upload :) great video!,قبل 6 سنوات,eljcplays,UC3f_DRekbOFdVYw7zQqE0RA,1,,False,dXGKpZmESyY
UgxLQML4KaTRFjMFOhZ4AaABAg,This song lifts my spirits everytime i listen to it... chuur my rastafarians... jah bless 😚...,قبل 3 سنوات,Yasmine Toeava,UCMVYI9uOvn46gLoAMXXpoMA,11,,False,RDDlbyncdWo
UgwFdbHgAIwlgh5YABZ4AaABAg,how to transform gogeta ssj4 god?,قبل سنتين,TrueGodAlex,UCYHSQDwEMQCQl0gpx1_GwqA,2,,True,--o75Xp95bE
UgyzcFy44P5YdZ8zDI94AaABAg,الله يحفظهم,قبل 4 سنوات,عيووشه الرشيدي,UCp4Rm_Engap3jqZ1XWYGpag,2,,False,2ZzOGmQKWVE
UggwafzTAbYzfHgCoAEC,keep up the good wrk,قبل 7 سنوات,Jdouble A,UCCM2Ho4oE-4CCCX4tWux94w,1,,False,3ZRnwNLrz7c
Ugihx0oA9o4r93gCoAEC,Ärligt ni är så jävla BRA!!,قبل 5 سنوات,Hydras brorsa,UCtBfbZHbCT4YUViU6VJXTNQ,1,,False,enqj8CJ3ID0
Ugy_Aq0mFezUy4KGgIR4AaABAg,"A Renata le tuvo q haber pasado algo de Niña, para tener esas pesadillas que tiene. Pero que habrá sido",قبل 4 سنوات,nicky lopez,UCKC_B9OcjjROI2eUDfKaMQA,3,,False,Qv1RU8v1IdQ
Ugwg5afhx_i_rnMp9614AaABAg,"esa cancion es elagante serrana 
",قبل 9 سنوات,Jhon Rivas,UCz1qhc5ELcx7HgIn2hA6syQ,1,,False,jgRx63HkeRM
UgxKLgISecmse6xVU4Z4AaABAg,Thank you for the excellent video. I followed it step by step and my 10 year old mower is running like new. ,قبل 8 سنوات,Ken Monroe,UCxN6rSrgveircmQVkRk6f7A,0,,False,3c3T89QdtHI
UgwSKY_Ay6SYckdJ4K54AaABAg,"Cartman:wow just wow
Me: HAHAHAHA",قبل 4 سنوات,FelixIsHere 1654,UCg9QpXoPqSi4oKaVYykus0g,1,,True,_bDzpExOerY
UgzF8OHigbWCK5GVLy14AaABAg,ماشاءالله,قبل 3 سنوات,GRX محمد,UCmtAMRZG8mGdRE0rifCAubw,0,,True,v9axp4H0p2A
Ugy0WjwrzO34vt8-K354AaABAg,So viele kreative Varianten in einer Deko - einfach toll und inspirierend.,قبل 3 سنوات,Ursula Nickel,UCASlsX3-n3rMcI96frfXovg,4,,True,aM97FRyyrw4
Ugwqawf7_ElB3Qg7T1x4AaABAg,im literally scared to get my ears pierced lmao immna take that L and then run away,قبل 3 سنوات,Sophia Sun,UCOr7baBg52g8DK8c6na2Hkw,51,,True,rgQ7IAjsNYY
UgwcTJfyGpUOuWRKkBJ4AaABAg,"You are beautiful.  There is something strangely beautiful about imperfection, pure and from the heart.... everything is a work in progress.  I really liked this and think you did a good job.  Thank you.  Keep going, don't listen to the 'negs'.",قبل 10 سنوات,mabellchurnoopay,UCPCpsPq3pjQwyPO2Cbvk5Aw,0,,False,XN1B1A_mZ9M
UgwjjvCgjcdannLGdi14AaABAg,please tune youre G-TAR!,قبل 10 سنوات,DJ Emergen-c,UCVG72DapkfWdajJPYlJMyhw,0,,False,L1MpTsfDVEk
Ugi2ErlZbrG27ngCoAEC.8BXIhPLRDzr8BYVLlnHD-3,"クリさん、聞いて頂き有難うございます^_^♪、、
そうですね〜♪森進一さんを全く意識せずに~只 
詩をイメージして、、私らしく歌わせて頂きました(＾ｰ^)ノ♪、、なので、自分で聞いても、別の曲みたいに感じています💖、、、自分らしく歌える曲に出逢えたときは嬉しいですね✌️♪、、なかなか、出逢いませんが、、♪( ´▽｀)♬♬♬",قبل 6 سنوات,tecchan1208,UCE1aajqkVnlLH4oi-Iw4z-w,0,,False,9R-alqwJ3MU
Ugi0ysBZmdfWk3gCoAEC,"I don't skip the transformation. Is the best part of Transformers/Gundam review! 

After the swivel, of course. XD

And thanks for presenting this line of figures. Is more easy for those who don't have the skills to build a Model Kit (me included).",قبل 5 سنوات (تم تعديله),Henrique,UCK1P2RjKt0tt8v1SEVGm9xg,70,,False,XPlJbzoX5zU
UghaZLMGLg4kkngCoAEC,昨天在微博已经看超多遍了。。。。超羡慕那位女生啊😣😣,قبل 5 سنوات,AlYsSA• SuEN,UCUf3WBZ80Tjws7ykoEvzPYA,46,,False,WQqvGe9rTSQ
UghTaCmkpTTstXgCoAEC,VERY NICE!  I actually called this one!,قبل 5 سنوات,Nick Michalak,UCgm13cO4Fazk2NeoPae4E-A,1,,False,uuiPTpQ-SL8
UgzDSEXQeDo1eo55GeJ4AaABAg,"Hey Th126 what screen recorder you use? it seems to run pretty nice.
I've tried so many, but they all fail, and slowsdown the gameplay, and the audio lags like shit.",قبل 10 سنوات,Max Fury,UCI0qk34rB5OQ2WBy-uJtX2A,0,,False,lWR3RhJkWcc
UgwTIsWBpuH8HbkygfF4AaABAg,"Só tenho uma coisa a dizer , Eu AMO esse LIVRO",قبل 9 سنوات,Armando Karpanno,UCPUPBwOlYduRRVrA4Fzvy6w,0,,False,-7KSlOMiVJk
UgzHkdmjJlrp4xawsxt4AaABAg,"เพราะครับผม มือกีต้าร์ก็หล่อครับ
",قبل 9 سنوات,natthanan joy,UCMDM-uP5Hk9qXUBJFBcSjmQ,0,,False,6H1JaDrqcQQ
Ugy1-8G_YbrfyU8eStl4AaABAg,"Miss the old days
When there's no toxic players
And free dias at mail box",قبل سنة واحدة,xᴇɴᴛʏ,UCSW3cnZj6W50qPU-VV9ngFQ,46,,True,7nizADAILWQ
UghqwJxWPSX9tXgCoAEC,Браво!!,قبل 8 سنوات,Elenamusic7,UCykYZqfHmrpZkRKkV6smX2Q,0,,False,60qdLcU8Ma8
Ugxa1JmYAdcyuJDLyEJ4AaABAg,Cảm ơn những lời thầy giảng học được Phật pháp chúng con giác ngộ được rất nhiều điều hay lẽ phải để chúng con hoàn thiện hơn để sống một cuộc đời có ý nghĩa hơn.,قبل سنة واحدة,Hiếu Nguyễn,UCim4-TOfH7QCt9pmK3ph5CA,2,,False,4YgTPK2AEic
Ugw3gXnsSE51pLEcQyx4AaABAg,দাদা এখানে কি খুজরো 1 বা 2 প্যান্ট পাবো,قبل سنتين,Mohan Adhikary,UCaqHtUP0WH3bZeDe3bKIQtQ,0,,False,6EC7pqsFy_Y
UgzzAiUWPKmbhRA98KV4AaABAg,"@ClutchGT This run was on 9psi, but he can run anywhere upwards of 20+psi",قبل 10 سنوات,302Visuals Photo,UC26GAdtLJcN78beJSxTcy6A,0,,False,fu-BZSUBFqY
UgjkzTRZvhKPC3gCoAEC.7-H0Z7-6k8y8v9c37vu-Hp,I had a similar issue even after installing the water arrester.  I'm going to try using some rubber hoses versus the metal ones to see if that alleviates the hammering even more.,قبل سنتين,Fernando V,UCl3qY0Axd5T9dYu0oUmMz4A,0,,False,NCNPeholhE4
UgzF7v007qiadu99Bwt4AaABAg,Dno que utilizas un recurso de un acote que tire hace 4 MESES,قبل 3 سنوات,toto pucciano,UCpvAo6P1oLRiHfceB8cys2g,0,,False,v3kKlRLHhdw
UghOVejGdiSrgHgCoAEC,1,قبل 4 سنوات,CANAL OVELHA CORREDORA,UCn1R9lrSmVyHmSF8Ei1QVIQ,0,,False,q5wVWzoqb5w
Ugx5lBEJZw1khKvGedR4AaABAg,😘 i love it,قبل سنة واحدة,Moonlight,UCXI3ibEhfEw3AOiBfqKm_ag,0,,False,eU5EpXAqWIY
UgzYPtkSJChMCRuAxaZ4AaABAg,Mas o a privativo e ao vivo no mesmo tempo que está passado na TV passa no celular,قبل سنتين,Fernanda Nunes,UCfxTLed_EX6eLt6V8WeZxuA,0,,False,CjbhM0Rb_oM
UgylpNcPm_Oqdq58p0t4AaABAg,Hab schon so viel von ihm gesehen. Hammer Kerl. 🙏🏻👌🏻,قبل 3 سنوات,Lea,UCiEYbo2q9pHXwY-f8YrEgzQ,1,,False,3FuC5unOgUw
Ugh0qh_hKjn5rHgCoAEC,陳為民一直吐槽詹老師我都快笑死了,قبل 5 سنوات,Alen Yan,UCUQYIeVyjxg4PlyZlYGjEsQ,57,,False,nA4Zin2_a4Q
UgiWBwBD7QcYL3gCoAEC,Thanks for watching Brandon Shelton I greatly appreciate it. Hopefully you get your car pretty soon so I can see your sub in action.,قبل 7 سنوات,as3kone,UCF2fRNEV5S9LhKyosK-f-iA,0,,False,WXbiqXVNGpI
UgxTviqU2NCQaXAEYMl4AaABAg,Atire a primeira pedra quem nunca treinou um kadabra ou um machoke na infância até o Level 50 (treinei até o 80) e pensava que iria evoluir,قبل 4 سنوات,Lucas Arts,UC8dyZPMuVDkr3rYAfA4dMww,895,,False,I4LyV766Sog
UgxqCFT_Ga3n0PNMifx4AaABAg,Wow,قبل 4 سنوات,trunks,UCVSUBms8wq2dCYsaAaz7xfg,2,,False,3GJ5N1bzGtA
UgyaewOMPIVtHJmLDpt4AaABAg,voll öde,قبل 12 سنة,Grüezi,UCNqDeCS0hy6dksDDqATW2IA,0,,False,bnxcP2EpSbg
UgguUFGT3S6O73gCoAEC.8RoxV18ia3K8RpppPXBZ44,Gham pani is number one,قبل 4 سنوات,Badiraj Rai,UCPuXoijfry-t2_kqVSq6vfg,0,,False,axyDqpAJ2pc
Ugx0xZrGdTNlqdYeBn14AaABAg,Just wanted to thank you for posting your very informative videos . I needed to relearn a lot of basic math for a job placement test and thanks to your lessons I passed with no troubles .,قبل 8 سنوات,richard garrison,UCDqeVwJairsCx6S_-6uqNXw,0,,False,Bx_7PckdjxA
Ugh296A0w3zkC3gCoAEC,"Ciao Sara, non so se ti ricordi di me  (ti seguo da quando ti ho scoperto tempo fa tramite il fan club di Ali), comunque anche se non commento spesso volevo dirti che apprezzo sempre molto il tuo modo di parlare e di esprimerti, apprezzo la tua sincerità e il tuo voler sempre prendere una posizione :) mi rilassa molto vedere i tuoi video e secondo me meriti ancora più iscritti :D 
Per quanto riguarda le collaborazioni e la trasparenza degli youtubers posso dirti che comunque alla gente non va mai bene niente, se non dici che collabori allora sei un falso e bugiardo, se invece metti in chiaro che collabori allora sei un venduto. Non c'è mai una via di mezzo, purtroppo spesso la gente capisce quello che vuole !",قبل 6 سنوات,Angie,UCiL71ehm9VqYDdpAPmxiL-g,2,,False,E1My_fYXWJk
Ugh-WKtLVxC9gXgCoAEC,"c est clair que moi aussi j ai le meme ressenti que toi , ils sont entrain de nous beurré ... héhé",قبل 8 سنوات,filomat 9 fois 7,UCw4K4nuQoW3GGvA1822vYMw,1,,False,iKCFL358i_g
Ugza_767ceXBlV6YDSp4AaABAg,Wow,قبل 4 سنوات,Paras Trivedi,UCPejl9z8l_Q8yLAiD-xK_8g,0,,False,ZNjCQB2SUZA
UgiXygP0rlfKjHgCoAEC,봇전이고 비술의검사면 저정돈 가능,قبل 6 سنوات,김효민,UCKS4mYXBPuMPm9qoJzRSCmQ,0,,False,6d2CzV2tNgE
UgjVZllDWWzAjXgCoAEC,ชอบพี่ใบ้มากคับฮา ดี,قبل 5 سنوات,jusmmin squishy happy,UCAjCLHnvUVXyhIv5K84Xbyg,1,,False,A0rjNR89ko8
UgzNAViihq5rHi2T8414AaABAg,bhava lai bhari  kharen mi  yeoleker   ahe  ajun  vidios banvki,قبل 4 سنوات,sanket games,UCwr74DN5xLZa1Fg1fKEBd0w,1,,False,hRX8QY7nbaI
UgxaSNnoXK9PkTZVl894AaABAg,"sehr schöne und interessante Anlage,netter Film. Den Komentar und die musikalische Begleitung finde ich ganz Ok. Kann man diese Anlage bitte mal besichtigen? Mit freundlichen Grüßen aus dem Ländle.",قبل 11 سنة,columbo468,UCoKqRTRS0Q8r0Ef2N0sC81g,0,,False,5tye4_3PCTE
Ugj4zJqTJRqdXHgCoAEC,guapisima que sepas que siempre fuiste mi favorita desde el primer dia de gh 2015 bote por ti pero no pude ser igual manera siempre sera nuestra favorita por la personalidad que tienes animo artista,قبل 5 سنوات,sasa moahamed,UCTtDZkNOtzgVRuA_ZZmCH7A,1,,False,VPAyqbwUQJw
UgieeU_80d-I1XgCoAEC,"Great video  @Ahron Stroud  really love your Wix website, Site look dope, I still have weebly site but after hearing they delete people site, May be a matter of time before b4 they get to me.",قبل 7 سنوات,Hire YourSelf With Carlos,UCOJbmtfa8cDgcish5Dhkhug,0,,False,DtVF_jFJd-Q
